,id,M,A,stage,zscore,p.value,fdr
267,RMER16-int,0.0732212035474002,12.7377830768241,8cell,2.97082121644132,0.00297004626565249,0.00402259990831862
268,RLTR9C,0.211927153853606,9.63496054858297,8cell,2.93301510730674,0.0033568755730792,0.0045353531678836
269,RLTR9A,0.14248877775567,10.773421095465,8cell,2.92602535177778,0.00343322958331508,0.00463147359570122
270,RMER13A1,0.0929477843340146,11.9851537231859,8cell,2.90505922906561,0.00367183609534468,0.00493836957452559
271,RMER17A-int,0.210571426357712,9.60754369861153,8cell,2.88669075540358,0.00389316671066118,0.00522024917915202
272,LTR68,0.547970955446134,6.67450235901387,8cell,2.71820040509523,0.0065638068640844,0.00869631043542627
273,MER66B,1.51667889331512,3.69615871138938,8cell,2.6799756582919,0.00736275140425572,0.00969701629390123
274,RLTR35B_MM,0.167827558768964,9.96981112743525,8cell,2.60851972031951,0.00909347719395261,0.0119234531348435
275,LTR31,0.265543949958518,8.6198831633806,8cell,2.5850783139041,0.00973568813215404,0.0127279805139484
276,RLTR20A1,0.36396075897079,7.70370027703432,8cell,2.57922846817836,0.00990212719095313,0.0129076115436325
277,LTR103_Mam,0.553699457314813,6.45184679518212,8cell,2.54263961930589,0.011001863671346,0.0142992058535477
278,MER66C,0.939141022655845,4.83266795859259,8cell,2.46053721446724,0.0138729183704875,0.0179520006278944
279,RLTR30D2_MM,0.114901868871822,10.8517579127153,8cell,2.42447018832854,0.0153307419819379,0.0197522168433954
280,RLTR9A2,0.212113707354165,9.04240419390218,8cell,2.39058279601137,0.0168216558148862,0.0214862816371176
281,CRP1,0.533672415825174,6.35669325746852,8cell,2.37117359124475,0.0177317009014499,0.0226161866590947
282,UCON86,0.706568312184298,5.53506047223841,8cell,2.36142501249935,0.0182048532612433,0.0231532396984911
283,ERVB4_1-LTR_MM,0.708581755360935,5.31785906016552,8cell,2.19643219558361,0.028061023350412,0.0354350138615287
284,RLTR20A3_MM,0.0956178545241671,11.0877893939184,8cell,2.18957567966586,0.0285550244197243,0.0360076832753687
285,MLTR13,0.202157147372993,8.8633352637235,8cell,2.14126625104748,0.0322525730802643,0.0406126593036189
286,RLTR1C,0.0958429175659897,10.9560837710936,8cell,2.09678774026361,0.0360123693371193,0.0452189213851682
287,MER50-int,0.792902579062066,4.75091859245115,8cell,2.01936315426695,0.0434494882336407,0.0544036549855022
288,RLTR12G,0.157433681500676,9.39452798941329,8cell,2.00463268447552,0.0450023297905802,0.0562687358422304
289,LTR73,0.256729990775304,7.94107074787944,8cell,1.97533260600279,0.0482304153388567,0.0602202798261849
290,CR1-1_Amn,0.814922808347252,4.45344529780426,8cell,1.87213344919443,0.0611881433945002,0.0758664706802101
291,MLTR31FA_MM,0.105989671847684,10.3303122203629,8cell,1.86663536531019,0.0619525254097717,0.0767072355003997
292,L2-3_Crp,0.553872100091897,5.54273622959064,8cell,1.85602923228892,0.0634493915103738,0.0783423736843365
